FECHA_PROCESO;RUC_PROVEEDOR;PROVEEDOR;RUC_ENTIDAD;ENTIDAD;ORDEN_ELECTRÓNICA;ORDEN_ELECTRÓNICA_GENERADA;ESTADO_ORDEN_ELECTRÓNICA;FECHA_ÚLTIMO_ESTADO;TOTAL;ORDEN_PUBLICADA;ACUERDO_MARCO
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20131023414;MINISTERIO DE TRABAJO Y PROMOCION DEL EMPLEO;ORDEN_DE_SERVICIO-33-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45650;PAGADA;27/01/2022;1664.11;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45650.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20531290306;MUNICIPALIDAD DISTRITAL DE BAJO BIAVO;ORDEN_DE_SERVICIO-34-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45651;PAGADA;20/01/2022;1981.35;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45651.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20341841357;LATAM AIRLINES PERU S.A.;20131373237;MINISTERIO DE SALUD;ORDEN_DE_SERVICIO-35-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45652;PAGADA;21/01/2022;3209.76;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45652.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20100010721;AERO TRANSPORTE S A;20131257750;SEGURO SOCIAL DE SALUD;ORDEN_DE_SERVICIO-36-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45653;ENTREGADA C/CONFORMIDAD RETRASADA;11/01/2022;1302.03;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20100010721;AERO TRANSPORTE S A;20178922581;FONDO DE ASEGURAMIENTO EN SALUD DE LA POLICIA NACIONAL DEL PERU;ORDEN_DE_SERVICIO-37-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45654;PAGADA;21/02/2022;4743.39;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45654.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20601237211;VIVA AIRLINES PERU S.A.C;20551239692;SUPERINTENDENCIA NACIONAL DE MIGRACIONES;ORDEN_DE_SERVICIO-38-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45655;PAGADA;16/02/2022;2877.52;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45655.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20601237211;VIVA AIRLINES PERU S.A.C;20131257750;SEGURO SOCIAL DE SALUD;ORDEN_DE_SERVICIO-39-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45656;ENTREGADA C/CONFORMIDAD RETRASADA;11/01/2022;1577.42;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20342868844;STAR UP S.A.;20131257750;SEGURO SOCIAL DE SALUD;ORDEN_DE_SERVICIO-40-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45657;ENTREGADA C/CONFORMIDAD RETRASADA;11/01/2022;109251.29;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20342868844;STAR UP S.A.;20552329032;UNIDAD EJECUTORA 118 MEJORAMIENTO DE LA CALIDAD DE LA EDUCACION BASICA Y SUPERIOR;ORDEN_DE_SERVICIO-41-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45658;CONFORME C/PAGO RETRASADO;11/03/2022;1116.76;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45658.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20342868844;STAR UP S.A.;20178922581;FONDO DE ASEGURAMIENTO EN SALUD DE LA POLICIA NACIONAL DEL PERU;ORDEN_DE_SERVICIO-42-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45659;PAGADA;4/02/2022;17942.24;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45659.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20342868844;STAR UP S.A.;20551964940;SUPERINTENDENCIA NACIONAL DE CONTROL DE SERVICIOS SEGURIDAD,ARMAS,MUNICIONES Y EXPLOSIVOS USO CIVIL;ORDEN_DE_SERVICIO-44-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45661;ENTREGADA C/CONFORMIDAD RETRASADA;11/01/2022;1017.63;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20601237211;VIVA AIRLINES PERU S.A.C;20131369981;INSTITUTO NACIONAL DE ESTADISTICA;ORDEN_DE_SERVICIO-45-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45662;ENTREGADA C/CONFORMIDAD RETRASADA;11/01/2022;853.29;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20601237211;VIVA AIRLINES PERU S.A.C;20131257750;SEGURO SOCIAL DE SALUD;ORDEN_DE_SERVICIO-46-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45663;ENTREGADA C/CONFORMIDAD RETRASADA;11/01/2022;834.81;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20603446543;SKY AIRLINE PERU S.A.C.;20131372931;MINISTERIO DE AGRICULTURA Y RIEGO;ORDEN_DE_SERVICIO-47-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45664;PAGADA;24/01/2022;303.64;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45664.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20603446543;SKY AIRLINE PERU S.A.C.;20131373237;MINISTERIO DE SALUD;ORDEN_DE_SERVICIO-48-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45665;PAGADA;21/01/2022;817.56;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45665.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20603446543;SKY AIRLINE PERU S.A.C.;20131257750;SEGURO SOCIAL DE SALUD;ORDEN_DE_SERVICIO-49-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45666;ENTREGADA C/CONFORMIDAD RETRASADA;11/01/2022;7411.9;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20603446543;SKY AIRLINE PERU S.A.C.;20178922581;FONDO DE ASEGURAMIENTO EN SALUD DE LA POLICIA NACIONAL DEL PERU;ORDEN_DE_SERVICIO-51-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45668;PAGADA;3/02/2022;28203.18;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45668.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20100010721;AERO TRANSPORTE S A;20131257750;SEGURO SOCIAL DE SALUD;ORDEN_DE_SERVICIO-52-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45669;ENTREGADA C/CONFORMIDAD RETRASADA;15/01/2022;8380.96;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20100010721;AERO TRANSPORTE S A;20103030791;EMPRESA ACTIVOS MINEROS SAC;ORDEN_DE_SERVICIO-53-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45670;CONFORME C/PAGO RETRASADO;3/02/2022;737.97;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45670.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20100010721;AERO TRANSPORTE S A;20178922581;FONDO DE ASEGURAMIENTO EN SALUD DE LA POLICIA NACIONAL DEL PERU;ORDEN_DE_SERVICIO-54-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45671;PAGADA;7/03/2022;7399.34;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45671.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20100010721;AERO TRANSPORTE S A;20545565359;MINISTERIO DE DESARROLLO E INCLUSION SOCIAL;ORDEN_DE_SERVICIO-55-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45672;PAGADA;8/02/2022;1925.79;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45672.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20342868844;STAR UP S.A.;20545565359;MINISTERIO DE DESARROLLO E INCLUSION SOCIAL;ORDEN_DE_SERVICIO-56-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45673;PAGADA;8/02/2022;413.62;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45673.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20342868844;STAR UP S.A.;20131257750;SEGURO SOCIAL DE SALUD;ORDEN_DE_SERVICIO-57-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45674;ENTREGADA C/CONFORMIDAD RETRASADA;15/01/2022;230659.6;;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20342868844;STAR UP S.A.;20154572792;MUNICIPALIDAD PROVINCIAL DE CORONEL PORTILLO;ORDEN_DE_SERVICIO-58-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45675;PAGADA;4/02/2022;1500.28;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45675.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20342868844;STAR UP S.A.;20178922581;FONDO DE ASEGURAMIENTO EN SALUD DE LA POLICIA NACIONAL DEL PERU;ORDEN_DE_SERVICIO-59-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45676;PAGADA;7/03/2022;19541.95;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45676.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20342868844;STAR UP S.A.;20153408191;MARINA DE GUERRA DEL PERU;ORDEN_DE_SERVICIO-60-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45677;PAGADA;28/04/2022;43004.6;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45677.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
12/05/2022 15:55;20342868844;STAR UP S.A.;20131367938;MINISTERIO DE DEFENSA;ORDEN_DE_SERVICIO-61-2022;https://www.catalogos.perucompras.gob.pe/ConsultaOrdenesPub/exportOrdenServicioBA?N_OrdenServicio=45678;PAGADA;21/04/2022;1518.96;https://saeusceprod01.blob.core.windows.net/contproveedor/Documentos/FormatoBoletos/Ordenes/45678.pdf;IM-CE-2020-15 EMISÓN DE BOLETOS AÉREOS
